codgr;libgr;sougr;libsougr;codal;libal
23;légumes (hors pommes de terre);4;légumes tiges;20018;cœur de palmier en conserve
23;légumes (hors pommes de terre);4;légumes tiges;20023;céleri branche cru
23;légumes (hors pommes de terre);4;légumes tiges;20024;céleri branche cuit
23;légumes (hors pommes de terre);4;légumes tiges;20028;fenouil cru
23;légumes (hors pommes de terre);4;légumes tiges;20029;germe ou pousse de soja en conserve
23;légumes (hors pommes de terre);4;légumes tiges;20039;poireau cru
23;légumes (hors pommes de terre);4;légumes tiges;20040;poireau cuit
23;légumes (hors pommes de terre);4;légumes tiges;20052;artichaut cru
23;légumes (hors pommes de terre);4;légumes tiges;20054;cardon cru
23;légumes (hors pommes de terre);4;légumes tiges;20076;asperge en conserve
23;légumes (hors pommes de terre);4;légumes tiges;20078;céleri branche en conserve
23;légumes (hors pommes de terre);4;légumes tiges;20118;fenouil cuit à l'eau
23;légumes (hors pommes de terre);4;légumes tiges;20183;germe ou pousse de soja cru
23;légumes (hors pommes de terre);5;choux;20006;brocoli cuit
23;légumes (hors pommes de terre);5;choux;20013;chou de bruxelles cuit
23;légumes (hors pommes de terre);5;choux;20014;chou rouge cru
23;légumes (hors pommes de terre);5;choux;20015;chou vert cuit
23;légumes (hors pommes de terre);5;choux;20016;chou-fleur cru
23;légumes (hors pommes de terre);5;choux;20017;chou-fleur cuit
23;légumes (hors pommes de terre);5;choux;20077;chou de bruxelles en conserve
23;légumes (hors pommes de terre);5;choux;20095;chou rouge cuit à l'eau
23;légumes (hors pommes de terre);5;choux;20116;chou blanc cru
23;légumes (hors pommes de terre);6;champignons;20010;champignon tout type cru sans précision
23;légumes (hors pommes de terre);6;champignons;20011;champignon tout type en conserve
23;légumes (hors pommes de terre);6;champignons;20079;champignon de paris en conserve
23;légumes (hors pommes de terre);6;champignons;20125;champignon de paris sauté
23;légumes (hors pommes de terre);7;haricots verts et petits pois (légumes potagers);20030;haricot vert cuit
23;légumes (hors pommes de terre);7;haricots verts et petits pois (légumes potagers);20036;petit pois en conserve
23;légumes (hors pommes de terre);7;haricots verts et petits pois (légumes potagers);20037;petit pois cuit
23;légumes (hors pommes de terre);7;haricots verts et petits pois (légumes potagers);20062;haricot vert en conserve égoutté
23;légumes (hors pommes de terre);7;haricots verts et petits pois (légumes potagers);20063;haricot beurre en conserve
23;légumes (hors pommes de terre);7;haricots verts et petits pois (légumes potagers);20071;haricot vert surgelé cuit
23;légumes (hors pommes de terre);8;mélanges de légumes, légumes préparés et autres légumes;8296;terrine ou mousse de légumes
23;légumes (hors pommes de terre);8;mélanges de légumes, légumes préparés et autres légumes;20051;macédoine de légumes en conserve
23;légumes (hors pommes de terre);8;mélanges de légumes, légumes préparés et autres légumes;20093;petits pois et carottes en conserve
23;légumes (hors pommes de terre);8;mélanges de légumes, légumes préparés et autres légumes;20101;légumes mélangés surgelés
23;légumes (hors pommes de terre);8;mélanges de légumes, légumes préparés et autres légumes;20169;pulpe de tomate en conserve
23;légumes (hors pommes de terre);8;mélanges de légumes, légumes préparés et autres légumes;20170;purée de tomate
23;légumes (hors pommes de terre);8;mélanges de légumes, légumes préparés et autres légumes;20495;légume en purée hors pomme de terre non salé
23;légumes (hors pommes de terre);8;mélanges de légumes, légumes préparés et autres légumes;20499;légumes cuits sans précision
23;légumes (hors pommes de terre);8;mélanges de légumes, légumes préparés et autres légumes;25004;choucroute sans garniture
23;légumes (hors pommes de terre);8;mélanges de légumes, légumes préparés et autres légumes;25018;ratatouille niçoise
23;légumes (hors pommes de terre);8;mélanges de légumes, légumes préparés et autres légumes;25600;céleri rémoulade
23;légumes (hors pommes de terre);8;mélanges de légumes, légumes préparés et autres légumes;25605;champignons à la grecque
23;légumes (hors pommes de terre);8;mélanges de légumes, légumes préparés et autres légumes;25616;autre légume frais ou crudité, sans assaisonnement
23;légumes (hors pommes de terre);8;mélanges de légumes, légumes préparés et autres légumes;25617;crudités vinaigrette sans précision
23;légumes (hors pommes de terre);8;mélanges de légumes, légumes préparés et autres légumes;25620;guacamole industriel
24;pommes de terre et apparentés;99;sans;4002;pomme de terre cuite au four
24;pommes de terre et apparentés;99;sans;4003;pomme de terre cuite à l'eau
24;pommes de terre et apparentés;99;sans;4005;pomme de terre frite non salée
24;pommes de terre et apparentés;99;sans;4006;pomme de terre cuite à la vapeur
24;pommes de terre et apparentés;99;sans;4010;pomme de terre frite surgelée cuite
24;pommes de terre et apparentés;99;sans;4013;pomme noisette précuite surgelée
24;pommes de terre et apparentés;99;sans;4018;purée de pomme de terre avec lait et beurre non salée
24;pommes de terre et apparentés;99;sans;4019;purée de pomme de terre à base de flocons reconstituée au lait demi-écrémé
24;pommes de terre et apparentés;99;sans;4021;pomme de terre dauphine cuite
24;pommes de terre et apparentés;99;sans;4027;pomme de terre rissolée surgelée
24;pommes de terre et apparentés;99;sans;4102;patate douce cuite
24;pommes de terre et apparentés;99;sans;25510;gnocchis de pommes de terre
25;légumes secs;1;légumes secs;20500;fève cuite
25;légumes secs;1;légumes secs;20502;haricot blanc cuit
25;légumes secs;1;légumes secs;20503;haricot rouge cuit
25;légumes secs;1;légumes secs;20505;lentille cuite
25;légumes secs;1;légumes secs;20506;pois cassé cuit
25;légumes secs;1;légumes secs;20507;pois chiche cuit
25;légumes secs;1;légumes secs;20508;haricot flageolet en conserve
25;légumes secs;1;légumes secs;20511;haricot blanc en conserve
25;légumes secs;1;légumes secs;20700;autre légume sec cuit
25;légumes secs;2;légumes secs préparés;20510;lentille cuisinée en conserve
25;légumes secs;2;légumes secs préparés;25621;houmous
26;fruits;99;sans;13000;abricot frais
26;fruits;99;sans;13002;ananas frais
26;fruits;99;sans;13005;banane fraîche
26;fruits;99;sans;13008;cerise fraîche
26;fruits;99;sans;13009;citron frais
26;fruits;99;sans;13010;coing frais
26;fruits;99;sans;13012;figue fraîche
26;fruits;99;sans;13014;fraise fraîche
26;fruits;99;sans;13015;framboise fraîche
26;fruits;99;sans;13016;fruit de la passion frais
26;fruits;99;sans;13018;grenade fraîche
26;fruits;99;sans;13019;groseille fraîche
26;fruits;99;sans;13020;groseille à maquereau fraîche
26;fruits;99;sans;13021;kiwi frais
26;fruits;99;sans;13023;litchi frais
26;fruits;99;sans;13024;clémentine ou mandarine fraîche
26;fruits;99;sans;13025;mangue fraîche
26;fruits;99;sans;13026;melon frais
26;fruits;99;sans;13027;mirabelle fraîche
26;fruits;99;sans;13028;myrtille fraîche
26;fruits;99;sans;13029;mûre de ronce fraîche
26;fruits;99;sans;13030;nectarine non pelée fraîche
26;fruits;99;sans;13034;orange fraîche
26;fruits;99;sans;13035;papaye fraîche
26;fruits;99;sans;13036;pastèque fraîche
26;fruits;99;sans;13037;poire non pelée fraîche
26;fruits;99;sans;13039;pomme non pelée fraîche
26;fruits;99;sans;13040;pamplemousse frais
26;fruits;99;sans;13041;prune reine-claude fraîche
26;fruits;99;sans;13043;pêche non pelée fraîche
26;fruits;99;sans;13044;raisin blanc frais
26;fruits;99;sans;13045;raisin noir frais
26;fruits;99;sans;13063;figue de barbarie
26;fruits;99;sans;13066;kaki frais
26;fruits;99;sans;13067;lime dit citron vert pulpe
26;fruits;99;sans;13071;mûre noire de mûrier fraîche
26;fruits;99;sans;13084;pêche pelée fraîche
26;fruits;99;sans;13134;salade de fruits frais
26;fruits;99;sans;13564;nèfle du japon fraîche
26;fruits;99;sans;13997;fruits rouges frais (framboises, fraises, groseilles, cassis)
26;fruits;99;sans;13999;fruit sans précision
26;fruits;99;sans;90130;litchi sans précision
26;fruits;99;sans;92049;autre fruit
27;fruits secs et graines oléagineuses;1;fruits secs et châtaignes;13001;abricot sec
27;fruits secs et graines oléagineuses;1;fruits secs et châtaignes;13006;banane mi-sèche
27;fruits secs et graines oléagineuses;1;fruits secs et châtaignes;13011;datte sèche
27;fruits secs et graines oléagineuses;1;fruits secs et châtaignes;13013;figue sèche
27;fruits secs et graines oléagineuses;1;fruits secs et châtaignes;13042;pruneau sec
27;fruits secs et graines oléagineuses;1;fruits secs et châtaignes;13046;raisin sec
27;fruits secs et graines oléagineuses;1;fruits secs et châtaignes;13051;mélange pour apéritif de fruits exotiques séchés
27;fruits secs et graines oléagineuses;1;fruits secs et châtaignes;15015;purée de marrons en conserve
27;fruits secs et graines oléagineuses;1;fruits secs et châtaignes;15020;châtaigne cuite à l'eau
27;fruits secs et graines oléagineuses;1;fruits secs et châtaignes;15021;châtaigne grillée
27;fruits secs et graines oléagineuses;2;oléagineux et graines;15000;amande
27;fruits secs et graines oléagineuses;2;oléagineux et graines;15001;cacahuète ou arachide
27;fruits secs et graines oléagineuses;2;oléagineux et graines;15002;cacahuète grillée salée
27;fruits secs et graines oléagineuses;2;oléagineux et graines;15004;noisette
27;fruits secs et graines oléagineuses;2;oléagineux et graines;15005;noix
27;fruits secs et graines oléagineuses;2;oléagineux et graines;15006;noix de coco amande mûre fraîche
27;fruits secs et graines oléagineuses;2;oléagineux et graines;15007;noix de coco amande sèche
27;fruits secs et graines oléagineuses;2;oléagineux et graines;15008;noix du brésil
27;fruits secs et graines oléagineuses;2;oléagineux et graines;15009;pistache rôtie salée
27;fruits secs et graines oléagineuses;2;oléagineux et graines;15010;graine de sésame et autres
27;fruits secs et graines oléagineuses;2;oléagineux et graines;15011;graine de tournesol
27;fruits secs et graines oléagineuses;2;oléagineux et graines;15019;noix de cajou salée
27;fruits secs et graines oléagineuses;2;oléagineux et graines;15025;pignon de pin
27;fruits secs et graines oléagineuses;3;mélanges;15018;mélange pour apéritif de graines salées et raisin sec
27;fruits secs et graines oléagineuses;3;mélanges;15040;fruits secs ou séchés et graines oléagineuses sans précision
28;glaces et desserts glacés;1;glaces;39500;glace crème glacée sorbet ou glace à l'eau parfums divers
28;glaces et desserts glacés;1;glaces;39503;glace enrobée de chocolat type esquimau
28;glaces et desserts glacés;1;glaces;39507;crème glacée au chocolat type carte d'or chocolat
28;glaces et desserts glacés;1;glaces;39508;glace en cornet
28;glaces et desserts glacés;1;glaces;39600;crème glacée à la vanille type carte d'or vanille
28;glaces et desserts glacés;2;desserts glacés;23472;profiteroles glace vanille et sauce chocolat
28;glaces et desserts glacés;2;desserts glacés;31035;barre chocolatée glacée type mars twix snickers
28;glaces et desserts glacés;2;desserts glacés;39401;pêche melba
28;glaces et desserts glacés;2;desserts glacés;39518;omelette norvégienne
28;glaces et desserts glacés;2;desserts glacés;39519;poire belle hélène
28;glaces et desserts glacés;3;sorbets;31025;sorbet tout type
29;chocolat;1;chocolat en tablettes;673;chocolat au lait fourré au praliné en tablette
29;chocolat;1;chocolat en tablettes;677;chocolat noir fourré au praliné en tablette
29;chocolat;1;chocolat en tablettes;31004;chocolat au lait en tablette ou en barre type kinder maxi
29;chocolat;1;chocolat en tablettes;31005;chocolat noir 40% de cacao minimum en tablette à pâtisser ou à croquer
29;chocolat;1;chocolat en tablettes;31009;chocolat au lait et aux céréales croustillantes en tablette type crunch
29;chocolat;1;chocolat en tablettes;31010;chocolat blanc en tablette type galak
29;chocolat;1;chocolat en tablettes;31018;chocolat au lait aux fruits secs (amande noisette raisin sec) en tablette ou en
29;chocolat;1;chocolat en tablettes;31030;chocolat extra noir dégustation 70% de cacao sans sucres ajoutés avec édulcorant
29;chocolat;1;chocolat en tablettes;31070;chocolat noir aux fruits secs (amande noisette raisin sec praliné) en tablette
29;chocolat;1;chocolat en tablettes;31074;chocolat noir 70% de cacao minimum en tablette
29;chocolat;2;barres chocolatées;31000;barre chocolatée biscuitée type kit-kat lion ou twix
29;chocolat;2;barres chocolatées;31001;barre chocolatée non biscuitée enrobée type mars
29;chocolat;2;barres chocolatées;31002;barre à la noix de coco enrobée de chocolat type bounty
29;chocolat;2;barres chocolatées;31071;barre chocolatée aux fruits secs type nuts ou snickers
29;chocolat;2;barres chocolatées;31073;barre pour enfant au lait et au cacao type pingui
29;chocolat;3;pâte chocolatée à tartiner;31032;pâte à tartiner au chocolat et aux noisettes type nutella
30;sucres et dérivés;1;sucre et assimilés;31016;sucre blanc
30;sucres et dérivés;1;sucre et assimilés;31017;sucre roux
30;sucres et dérivés;1;sucre et assimilés;31076;sucre allégé type tutti free
30;sucres et dérivés;1;sucre et assimilés;31077;fructose
30;sucres et dérivés;1;sucre et assimilés;81052;sucre blanc ajouté au service
30;sucres et dérivés;2;confiserie;15201;pâte d'amande fabrication industrielle
30;sucres et dérivés;2;confiserie;24520;meringue
30;sucres et dérivés;2;confiserie;31003;bonbons tout type sauf gélifiés
30;sucres et dérivés;2;confiserie;31007;chewing-gum sucré
30;sucres et dérivés;2;confiserie;31014;pâte de fruits
30;sucres et dérivés;2;confiserie;31033;nougat ou touron
30;sucres et dérivés;2;confiserie;31041;confiserie dragéifiée au chocolat type smarties
30;sucres et dérivés;2;confiserie;31042;confiserie à base de cacahuètes dragéifiées enrobées de chocolat type m&ms cacah
30;sucres et dérivés;2;confiserie;31054;chewing-gum sans sucre
30;sucres et dérivés;2;confiserie;31060;bonbons gélifiés
30;sucres et dérivés;3;confiture et miel;31006;confiture ou marmelade tout type
30;sucres et dérivés;3;confiture et miel;31008;miel
30;sucres et dérivés;3;confiture et miel;31024;confiture de fraise
30;sucres et dérivés;3;confiture et miel;31037;confiture d'abricot
30;sucres et dérivés;3;confiture et miel;31038;confiture de cerise
30;sucres et dérivés;3;confiture et miel;31039;confiture d'orange
30;sucres et dérivés;3;confiture et miel;31110;confiture allégée
30;sucres et dérivés;3;confiture et miel;81067;confiture ajoutée au service
31;eaux;1;eau minérale plate;18045;eau minérale plate sans précision
31;eaux;1;eau minérale plate;76000;abatilles eau plate
31;eaux;1;eau minérale plate;76001;aix les bains eau plate
31;eaux;1;eau minérale plate;76003;alet eau plate
31;eaux;1;eau minérale plate;76004;amanda eau plate
31;eaux;1;eau minérale plate;76010;celtic eau plate
31;eaux;1;eau minérale plate;76011;chambon eau plate
31;eaux;1;eau minérale plate;76016;contrex eau plate
31;eaux;1;eau minérale plate;76017;dax eau plate
31;eaux;1;eau minérale plate;76020;évian eau plate
31;eaux;1;eau minérale plate;76022;hépar eau plate
31;eaux;1;eau minérale plate;76025;luchon eau plate
31;eaux;1;eau minérale plate;76027;mont roucous eau plate
31;eaux;1;eau minérale plate;76029;orée du bois eau plate
31;eaux;1;eau minérale plate;76032;plancoët eau plate
31;eaux;1;eau minérale plate;76043;saint amand vauban eau plate
31;eaux;1;eau minérale plate;76044;saint antonin noble val eau plate
31;eaux;1;eau minérale plate;76050;thonon eau plate
31;eaux;1;eau minérale plate;76056;vittel eau plate
31;eaux;1;eau minérale plate;76057;volvic eau plate
31;eaux;1;eau minérale plate;76059;wattwiller eau plate
31;eaux;1;eau minérale plate;76063;beckerich eau plate
31;eaux;1;eau minérale plate;76065;chaudfontaine eau plate
31;eaux;1;eau minérale plate;76067;courmayeur eau plate
31;eaux;1;eau minérale plate;76073;san benedetto eau plate
31;eaux;1;eau minérale plate;76078;valvert eau plate
31;eaux;2;eau minérale gazeuse;18046;eau gazeuse sans précision
31;eaux;2;eau minérale gazeuse;76006;arcens eau gazeuse
31;eaux;2;eau minérale gazeuse;76007;arvie eau gazeuse
31;eaux;2;eau minérale gazeuse;76008;auvergne eau gazeuse
31;eaux;2;eau minérale gazeuse;76013;châteauneuf eau gazeuse
31;eaux;2;eau minérale gazeuse;76021;fonfort eau gazeuse
31;eaux;2;eau minérale gazeuse;76024;la vernière eau gazeuse
31;eaux;2;eau minérale gazeuse;76028;ogeu eau gazeuse
31;eaux;2;eau minérale gazeuse;76031;parot eau gazeuse
31;eaux;2;eau minérale gazeuse;76034;puits saint georges eau gazeuse
31;eaux;2;eau minérale gazeuse;76035;quézac eau gazeuse
31;eaux;2;eau minérale gazeuse;76037;rozana eau gazeuse
31;eaux;2;eau minérale gazeuse;76039;salvetat eau gazeuse
31;eaux;2;eau minérale gazeuse;76041;saint alban antonin eau gazeuse
31;eaux;2;eau minérale gazeuse;76046;saint diéry eau gazeuse
31;eaux;2;eau minérale gazeuse;76047;sainte marguerite eau gazeuse
31;eaux;2;eau minérale gazeuse;76049;saint yorre eau gazeuse
31;eaux;2;eau minérale gazeuse;76051;vals saint jean eau gazeuse
31;eaux;2;eau minérale gazeuse;76052;vals vivaraise eau gazeuse
31;eaux;2;eau minérale gazeuse;76054;vernet eau gazeuse
31;eaux;2;eau minérale gazeuse;76055;vichy célestins eau gazeuse
31;eaux;2;eau minérale gazeuse;76060;perrier eau gazeuse
31;eaux;2;eau minérale gazeuse;76061;badoit eau gazeuse
31;eaux;2;eau minérale gazeuse;76075;san pellegrino eau gazeuse
31;eaux;2;eau minérale gazeuse;76079;apollinaris eau gazeuse
31;eaux;3;eau du robinet;18066;eau du robinet
31;eaux;4;eau de source;18008;eau de source
31;eaux;5;autre eau;18009;eau minérale ou non faiblement minéralisée
31;eaux;5;autre eau;18044;eau minérale sans précision
31;eaux;5;autre eau;92053;autre eau minérale
32;boissons fraîches sans alcool;1;jus de fruits (purs et à base  de concentré);2000;jus d'ananas à base de concentré pasteurisé
32;boissons fraîches sans alcool;1;jus de fruits (purs et à base  de concentré);2002;cocktail de purs jus de fruits multivitaminé pasteurisé
32;boissons fraîches sans alcool;1;jus de fruits (purs et à base  de concentré);2004;jus de fruits sans précision
32;boissons fraîches sans alcool;1;jus de fruits (purs et à base  de concentré);2006;pur jus de carottes pasteurisé
32;boissons fraîches sans alcool;1;jus de fruits (purs et à base  de concentré);2007;jus de citron pressé maison
32;boissons fraîches sans alcool;1;jus de fruits (purs et à base  de concentré);2012;jus d'orange à base de concentré pasteurisé
32;boissons fraîches sans alcool;1;jus de fruits (purs et à base  de concentré);2013;jus d'orange pressé maison
32;boissons fraîches sans alcool;1;jus de fruits (purs et à base  de concentré);2014;jus de pomme à base de concentré pasteurisé
32;boissons fraîches sans alcool;1;jus de fruits (purs et à base  de concentré);2015;jus de pamplemousse à base de concentré pasteurisé
32;boissons fraîches sans alcool;1;jus de fruits (purs et à base  de concentré);2016;pur jus de raisin pasteurisé
32;boissons fraîches sans alcool;1;jus de fruits (purs et à base  de concentré);2021;pur jus de tomate pasteurisé
32;boissons fraîches sans alcool;1;jus de fruits (purs et à base  de concentré);2023;pur jus de mangue frais
32;boissons fraîches sans alcool;1;jus de fruits (purs et à base  de concentré);2025;pur jus de pamplemousse frais
32;boissons fraîches sans alcool;1;jus de fruits (purs et à base  de concentré);2027;pur jus de pamplemousse pasteurisé
32;boissons fraîches sans alcool;1;jus de fruits (purs et à base  de concentré);2031;pur jus de lime (citron vert) pasteurisé
32;boissons fraîches sans alcool;1;jus de fruits (purs et à base  de concentré);2034;pur jus de mandarine ou de clémentine pasteurisé
32;boissons fraîches sans alcool;1;jus de fruits (purs et à base  de concentré);2035;cocktail de purs jus de fruits pasteurisé
32;boissons fraîches sans alcool;1;jus de fruits (purs et à base  de concentré);2069;cocktail de jus de fruits à base de concentré pasteurisé
32;boissons fraîches sans alcool;1;jus de fruits (purs et à base  de concentré);2070;pur jus d'orange pasteurisé
32;boissons fraîches sans alcool;1;jus de fruits (purs et à base  de concentré);2073;pur jus d'ananas pasteurisé
32;boissons fraîches sans alcool;1;jus de fruits (purs et à base  de concentré);2074;pur jus de pomme pasteurisé
32;boissons fraîches sans alcool;1;jus de fruits (purs et à base  de concentré);2075;jus de légumes
32;boissons fraîches sans alcool;1;jus de fruits (purs et à base  de concentré);92052;autre jus de fruits
32;boissons fraîches sans alcool;2;nectars;2043;nectar d'abricot pasteurisé
32;boissons fraîches sans alcool;2;nectars;2054;nectar de poire pasteurisé
32;boissons fraîches sans alcool;2;nectars;2060;nectar de cocktail de fruits multivitaminé pasteurisé
32;boissons fraîches sans alcool;2;nectars;2061;nectar de cocktail de fruits pasteurisé
32;boissons fraîches sans alcool;2;nectars;2365;nectar de fruit de la passion pasteurisé
32;boissons fraîches sans alcool;2;nectars;2375;nectar d'orange pasteurisé
32;boissons fraîches sans alcool;3;boissons aux fruits;18304;boisson plate aux fruits 10 à 50% de jus à teneur réduite en sucre type minute m
32;boissons fraîches sans alcool;3;boissons aux fruits;18330;boisson plate aux fruits exotiques 10 à 50% de jus sucrée type banga exotique ou
32;boissons fraîches sans alcool;3;boissons aux fruits;18342;boisson plate à l'orange 10 à 50% de jus sucrée type oasis orange
32;boissons fraîches sans alcool;3;boissons aux fruits;18350;boisson diététique pour le sport type sunny delight powerade orange dunk isotoni
32;boissons fraîches sans alcool;4;sodas et colas;18001;soda sans jus de fruit light
32;boissons fraîches sans alcool;4;sodas et colas;18010;limonade ou clear lime sucrée type seven'up ou sprite
32;boissons fraîches sans alcool;4;sodas et colas;18018;soda au cola type coca-cola ou pepsi-cola
32;boissons fraîches sans alcool;4;sodas et colas;18019;boisson gazeuse aux fruits 10 à 50% de jus sucrée type fanta orange
32;boissons fraîches sans alcool;4;sodas et colas;18037;soda au cola à teneur réduite en sucre édulcorants + sucre type coca-cola blak
32;boissons fraîches sans alcool;4;sodas et colas;18049;boisson gazeuse sucrée aux fruits moins de 10% de fruits type gini ou schweppes
32;boissons fraîches sans alcool;4;sodas et colas;18060;soda au cola light type coca-cola light ou pepsi-cola light
32;boissons fraîches sans alcool;4;sodas et colas;18301;boisson gazeuse au jus d'orange avec pulpe environ 14% de fruit sucrée type oran
32;boissons fraîches sans alcool;4;sodas et colas;18340;boisson gazeuse aux fruits et aux édulcorants type fanta light orange ou orangin
32;boissons fraîches sans alcool;4;sodas et colas;18344;tonic type schweppes indian tonic
32;boissons fraîches sans alcool;5;autres boissons fraîches;1011;boisson ou apéritif anisé sans alcool
32;boissons fraîches sans alcool;5;autres boissons fraîches;2008;cocktail sans alcool à base de jus de fruits et de sirop
32;boissons fraîches sans alcool;5;autres boissons fraîches;5030;bière sans alcool type tourtel
32;boissons fraîches sans alcool;5;autres boissons fraîches;18011;eau de noix de coco
32;boissons fraîches sans alcool;5;autres boissons fraîches;18017;sirop aux extraits de fruits à diluer type menthe ou fraise
32;boissons fraîches sans alcool;5;autres boissons fraîches;18027;eau minérale ou de source aromatisée sans précision
32;boissons fraîches sans alcool;5;autres boissons fraîches;18029;boisson rafraîchissante sans alcool sans précision
32;boissons fraîches sans alcool;5;autres boissons fraîches;18041;lait de noix de coco
32;boissons fraîches sans alcool;5;autres boissons fraîches;18047;eau minérale ou de source aromatisée aux agrumes
32;boissons fraîches sans alcool;5;autres boissons fraîches;18058;sirop aux extraits de fruits dilué
32;boissons fraîches sans alcool;5;autres boissons fraîches;18065;boisson au thé aromatisée aux édulcorants type nestea pêche blanche light
32;boissons fraîches sans alcool;5;autres boissons fraîches;18075;boisson au thé aromatisée sucrée type nestea pêche blanche
32;boissons fraîches sans alcool;5;autres boissons fraîches;18220;citron ou lime préparation à diluer
32;boissons fraîches sans alcool;5;autres boissons fraîches;18341;boisson gazeuse à la pomme type brut de pomme ou champomy
32;boissons fraîches sans alcool;5;autres boissons fraîches;18343;boisson au jus de fruits et au lait type danao
32;boissons fraîches sans alcool;5;autres boissons fraîches;18900;boisson au soja ou tonyu ou lait de soja nature
32;boissons fraîches sans alcool;5;autres boissons fraîches;92054;autre boisson rafraîchissante sans alcool
33;boissons alcoolisées;1;vin;5200;vin blanc 11°
33;boissons alcoolisées;1;vin;5201;vin blanc mousseux
33;boissons alcoolisées;1;vin;5203;vin rouge 10°
33;boissons alcoolisées;1;vin;5204;vin rouge 11°
33;boissons alcoolisées;1;vin;5205;vin rouge 12°
33;boissons alcoolisées;1;vin;5206;vin rosé 11°
33;boissons alcoolisées;1;vin;5207;champagne
33;boissons alcoolisées;1;vin;5208;vin rouge 13° et plus
33;boissons alcoolisées;1;vin;5210;vin sans précision
33;boissons alcoolisées;2;bière;5000;bière brune
33;boissons alcoolisées;2;bière;5001;bière cœur de marché à 4-5° d'alcool type kronenbourg ou 33 export
33;boissons alcoolisées;2;bière;5002;bière forte à plus de 8° d'alcool type duvel bavaria 8.6 ou leffe triple
33;boissons alcoolisées;2;bière;5010;bière spéciale à 5-6° d'alcool type 1664 pelforth ambrée ou fischer heineken
33;boissons alcoolisées;2;bière;5011;bière de spécialités ou d'abbaye régionales ou de brasserie degré d'alcool varia
33;boissons alcoolisées;3;cidre;5003;cidre
33;boissons alcoolisées;3;cidre;5006;cidre brut
33;boissons alcoolisées;3;cidre;5007;cidre doux
33;boissons alcoolisées;3;cidre;5020;cidre traditionnel
33;boissons alcoolisées;4;spiritueux et vins cuits;1000;pastis
33;boissons alcoolisées;4;spiritueux et vins cuits;1001;eau-de-vie
33;boissons alcoolisées;4;spiritueux et vins cuits;1002;gin
33;boissons alcoolisées;4;spiritueux et vins cuits;1003;liqueurs
33;boissons alcoolisées;4;spiritueux et vins cuits;1004;rhum
33;boissons alcoolisées;4;spiritueux et vins cuits;1005;whisky
33;boissons alcoolisées;4;spiritueux et vins cuits;1006;vin doux naturel ou vin muté autre que porto type muscat banyuls ou maury
33;boissons alcoolisées;4;spiritueux et vins cuits;1007;apéritif à base de vin ou vermouth type martini
33;boissons alcoolisées;4;spiritueux et vins cuits;1008;vodka
33;boissons alcoolisées;4;spiritueux et vins cuits;1009;apéritif à la gentiane
33;boissons alcoolisées;4;spiritueux et vins cuits;90150;cognac armagnac
33;boissons alcoolisées;4;spiritueux et vins cuits;90152;porto
33;boissons alcoolisées;5;cocktails et mélanges;42;cocktail type punch planteur
33;boissons alcoolisées;5;cocktails et mélanges;43;cocktail alcoolisé
33;boissons alcoolisées;5;cocktails et mélanges;1010;pastis prêt à boire (1+5)
33;boissons alcoolisées;5;cocktails et mélanges;1017;sangria
33;boissons alcoolisées;5;cocktails et mélanges;1018;kir
33;boissons alcoolisées;5;cocktails et mélanges;1019;kir royal
33;boissons alcoolisées;5;cocktails et mélanges;5004;panaché
33;boissons alcoolisées;5;cocktails et mélanges;5100;pétillant de fruits
34;café;99;sans;18004;café noir prêt à boire non sucré
34;café;99;sans;18005;café soluble en poudre
34;café;99;sans;18070;café décaféiné prêt à boire non sucré
34;café;99;sans;18071;café expresso non sucré
34;café;99;sans;18072;café soluble décaféiné reconstitué prêt à boire non sucré
34;café;99;sans;18073;café soluble reconstitué prêt à boire non sucré
34;café;99;sans;18151;café au lait ou café crème ou cappuccino non sucré
35;autres boissons chaudes;1;cacao, poudres et boissons cacaotées;18002;boisson cacaotée sucrée au lait type cacolac
35;autres boissons chaudes;1;cacao, poudres et boissons cacaotées;18100;cacao en poudre non sucré type van houten
35;autres boissons chaudes;1;cacao, poudres et boissons cacaotées;18101;poudre cacaotée et sucrée pour boisson au chocolat
35;autres boissons chaudes;1;cacao, poudres et boissons cacaotées;18104;boisson instantanée cacaotée sucrée reconstituée
35;autres boissons chaudes;1;cacao, poudres et boissons cacaotées;18105;poudre cacaotée sucrée enrichie pour boisson
35;autres boissons chaudes;1;cacao, poudres et boissons cacaotées;18106;boisson instantanée cacaotée enrichie en vitamines reconstituée
35;autres boissons chaudes;2;chicorée et poudre maltée;18102;poudre maltée et sucrée pour boisson
35;autres boissons chaudes;2;chicorée et poudre maltée;18150;poudre soluble à base de chicorée et de café type ricoré
35;autres boissons chaudes;2;chicorée et poudre maltée;18152;chicorée en poudre soluble type leroux
35;autres boissons chaudes;3;thé et infusions;18020;thé infusé non sucré
35;autres boissons chaudes;3;thé et infusions;18022;tisane infusée non sucrée
36;pizzas, quiches et pâtisseries salées;1;pizzas;25404;pizza au fromage
36;pizzas, quiches et pâtisseries salées;1;pizzas;25435;pizza jambon fromage
36;pizzas, quiches et pâtisseries salées;1;pizzas;25472;pizza 4 saisons
36;pizzas, quiches et pâtisseries salées;1;pizzas;25478;pizza 4 fromages
36;pizzas, quiches et pâtisseries salées;1;pizzas;25515;pizza spéciale
36;pizzas, quiches et pâtisseries salées;1;pizzas;25516;pizza sans précision
